1 5998470 60020 21 5 13 12740.26 0.08 0.07 N O 1998-04-21 1998-03-22 1998-04-27 COLLECT COD AIR ccording to the slyly pe 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 1216038 90014 15 2 39 39156.39 0.01 0.07 A F 1992-01-27 1992-03-22 1992-02-20 NONE REG AIR  instructions integrat 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1208646 80014 15 2 2 1988.02 0.00 0.08 N O 1998-04-04 1998-05-19 1998-04-22 DELIVER IN PERSON AIR s boost furiously slyly  1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1200352 127502 15 1 8 12236.00 0.04 0.08 N O 1996-03-13 1996-03-24 1996-04-07 COLLECT COD TRUCK  according to t 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1197092 140014 15 4 36 37944.36 0.07 0.02 R F 1993-02-25 1993-01-08 1993-03-16 NONE REG AIR e quickly slyly regula 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1181092 174980 15 3 23 47264.54 0.07 0.06 N O 1996-09-06 1996-09-28 1996-09-24 COLLECT COD RAIL eposits cajole fluffily against 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1171399 130014 15 5 34 35496.34 0.00 0.08 R F 1993-08-31 1993-10-11 1993-09-24 COLLECT COD REG AIR s sleep carefully. f 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1169575 84998 15 2 14 27761.86 0.00 0.04 N O 1997-01-15 1997-01-23 1997-01-17 TAKE BACK RETURN TRUCK . blithely quick theodolites 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1158400 50014 15 1 12 11568.12 0.05 0.04 N O 1998-03-07 1998-05-01 1998-04-01 NONE SHIP ounts. excuses cajole ideas. slyly  1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1149476 84998 15 4 23 45608.77 0.04 0.04 R F 1992-10-23 1992-12-10 1992-11-13 TAKE BACK RETURN SHIP rts are thinly bli 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1139523 132475 15 1 8 12059.76 0.09 0.01 A F 1993-11-23 1993-12-21 1993-12-10 DELIVER IN PERSON FOB gular accounts hinder blit 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1135335 162466 15 3 38 58081.48 0.00 0.04 A F 1993-01-15 1993-02-28 1993-02-11 NONE TRUCK usly bold accounts boost quickly bold acc 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1134823 120014 15 4 20 20680.20 0.03 0.00 R F 1994-09-30 1994-08-30 1994-10-07 COLLECT COD RAIL e quickly even foxes? deposits sl 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1131556 97505 15 3 45 67612.50 0.02 0.00 N O 1995-07-08 1995-09-10 1995-07-21 NONE MAIL  courts haggle  1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1126981 194976 15 1 12 24851.64 0.08 0.05 N O 1996-05-21 1996-06-26 1996-05-29 TAKE BACK RETURN RAIL  blithely according to the specia 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1117063 92487 15 1 1 1479.48 0.03 0.03 R F 1994-04-18 1994-06-03 1994-04-19 TAKE BACK RETURN REG AIR eposits. regular requests are carefull 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1093123 117503 15 1 30 45615.00 0.03 0.04 A F 1992-08-19 1992-09-27 1992-08-29 COLLECT COD RAIL se blithel 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1092449 182460 15 7 45 69410.70 0.09 0.06 N O 1997-11-15 1997-11-22 1997-11-29 COLLECT COD AIR requests. final packa 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1091968 15012 15 2 27 25029.27 0.03 0.00 A F 1994-02-14 1993-11-30 1994-02-19 TAKE BACK RETURN RAIL kages are blithely. bold ideas integrat 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1075266 182460 15 3 46 70953.16 0.00 0.02 N O 1996-04-15 1996-06-05 1996-05-07 TAKE BACK RETURN FOB he accounts. blithely express 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1060704 20014 15 1 19 17746.19 0.10 0.01 N O 1998-01-02 1997-12-18 1998-01-29 TAKE BACK RETURN MAIL sits nag blithely across the  1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1058983 142472 15 4 48 72694.56 0.01 0.03 R F 1995-01-25 1995-02-14 1995-02-01 DELIVER IN PERSON REG AIR  are slyly quic 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1027969 174980 15 4 40 82199.20 0.10 0.04 A F 1993-03-31 1993-02-24 1993-04-18 NONE FOB  after the carefully ironic deposits. reg 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1018311 22508 15 1 39 55789.50 0.08 0.08 N O 1997-06-14 1997-06-04 1997-07-08 TAKE BACK RETURN SHIP ular, ironic foxes. blithe 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1011776 140014 15 3 50 52700.50 0.07 0.03 N O 1998-05-25 1998-04-27 1998-06-23 COLLECT COD FOB ng the furio 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1004960 25010 15 1 40 37400.40 0.02 0.01 A F 1994-04-01 1994-04-18 1994-04-27 COLLECT COD MAIL fully ironic theodolites. final packages  1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 993376 57509 15 1 23 33729.50 0.03 0.07 N O 1997-08-08 1997-07-08 1997-09-05 COLLECT COD TRUCK ly. unusual, regula 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 989924 144986 15 2 15 30464.70 0.07 0.02 R F 1994-06-30 1994-08-22 1994-07-02 COLLECT COD AIR ost furiously blithel 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 979651 160014 15 2 15 16110.15 0.03 0.04 N O 1995-07-18 1995-06-19 1995-08-07 TAKE BACK RETURN TRUCK ns. blithely final packages be 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 968199 47510 15 4 7 10202.57 0.00 0.08 N O 1997-03-23 1997-03-24 1997-04-05 COLLECT COD FOB lyly special platelets wake blith 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 958817 160014 15 4 19 20406.19 0.07 0.02 R F 1993-05-22 1993-04-11 1993-06-16 COLLECT COD FOB ns. furiously ironic deposits h 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 948967 77507 15 5 12 17814.00 0.01 0.00 A F 1994-06-28 1994-05-20 1994-07-07 COLLECT COD RAIL  the requests boost blithely carefu 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 945828 17513 15 1 4 5722.04 0.02 0.03 R F 1992-06-05 1992-05-21 1992-07-05 COLLECT COD REG AIR s theodolites boost furiousl 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 919461 52499 15 6 38 55156.62 0.10 0.05 N O 1997-05-25 1997-04-12 1997-06-21 TAKE BACK RETURN MAIL ages. even, even requests believe quick 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 907079 122478 15 7 24 36011.28 0.03 0.05 A F 1992-09-12 1992-08-18 1992-10-11 NONE RAIL ld foxes according to the blithely bo 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 900003 162466 15 5 26 39739.96 0.10 0.08 A F 1995-05-16 1995-04-23 1995-05-22 COLLECT COD AIR s. instructions detect sly 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 899137 160014 15 1 18 19332.18 0.00 0.03 R F 1993-07-26 1993-08-04 1993-08-13 DELIVER IN PERSON REG AIR dependencies against th 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 897127 20014 15 4 26 24284.26 0.02 0.03 A F 1994-06-28 1994-07-20 1994-07-22 TAKE BACK RETURN REG AIR r, pending packages. speci 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 888739 132475 15 5 26 39194.22 0.01 0.08 R F 1993-02-08 1993-03-14 1993-03-07 NONE REG AIR unusual requests boost quickly. pending, p 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 847714 127502 15 1 30 45885.00 0.09 0.00 N O 1998-01-04 1997-12-26 1998-01-13 TAKE BACK RETURN RAIL e. furiously regular excuses cajole furiou 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 835360 197495 15 4 46 73254.54 0.04 0.01 N O 1995-10-13 1995-11-30 1995-10-25 COLLECT COD RAIL he fluffily 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 823847 65002 15 4 15 14505.00 0.01 0.04 N O 1996-10-11 1996-12-02 1996-11-08 TAKE BACK RETURN REG AIR ts? decoys against the silent dolphin 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 803072 160014 15 5 26 27924.26 0.09 0.01 N O 1996-08-16 1996-07-17 1996-09-14 COLLECT COD FOB ructions ha 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 799491 134988 15 3 48 97103.04 0.00 0.03 A F 1993-04-13 1993-05-08 1993-04-27 DELIVER IN PERSON RAIL ilent instructions. blithely ironic acco 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 794531 92487 15 2 30 44384.40 0.00 0.07 N O 1997-08-01 1997-06-22 1997-08-18 NONE FOB  regular deposits use. 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 786374 47510 15 1 17 24777.67 0.02 0.04 R F 1992-05-17 1992-05-03 1992-06-01 TAKE BACK RETURN REG AIR  furiously bold  1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 746273 80014 15 2 34 33796.34 0.00 0.00 N O 1995-11-17 1995-12-12 1995-12-07 COLLECT COD TRUCK onic accounts nod. carefully perman 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 745250 57509 15 1 50 73325.00 0.03 0.01 R F 1992-07-30 1992-07-13 1992-08-20 DELIVER IN PERSON MAIL uests nag.  1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 715840 182460 15 2 17 26221.82 0.08 0.06 N O 1996-06-04 1996-03-17 1996-06-21 COLLECT COD SHIP l foxes wake furiously ruthl 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 709158 67508 15 1 21 30985.50 0.05 0.02 R F 1992-10-10 1992-10-13 1992-11-07 NONE TRUCK cajole carefully. close, final plate 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 705760 10014 15 6 18 16632.18 0.00 0.03 A F 1993-03-22 1993-05-13 1993-04-10 NONE AIR riously bold, special r 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 705511 27512 15 2 36 51822.36 0.02 0.03 N O 1997-02-16 1997-04-24 1997-02-28 NONE REG AIR ironic foxes haggle among  1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 698433 197495 15 5 21 33442.29 0.05 0.02 N O 1996-08-27 1996-07-17 1996-08-30 DELIVER IN PERSON REG AIR y final instruct 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 696452 97505 15 1 16 24040.00 0.05 0.04 A F 1994-03-02 1994-02-19 1994-03-29 NONE REG AIR cial, final instructions 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 689767 40014 15 4 45 42930.45 0.07 0.00 A F 1995-05-08 1995-03-04 1995-06-01 COLLECT COD AIR le fluffily after the furiously 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 686087 57509 15 4 23 33729.50 0.02 0.01 A F 1993-03-05 1993-03-13 1993-04-04 TAKE BACK RETURN FOB  ironic platelets h 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 684036 132475 15 3 37 55776.39 0.04 0.04 N O 1997-08-22 1997-09-02 1997-08-23 TAKE BACK RETURN REG AIR ic packages: final 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 672996 124990 15 3 6 12089.94 0.01 0.01 N O 1998-01-23 1997-12-24 1998-02-17 DELIVER IN PERSON TRUCK , pending dependencies haggle b 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 664387 127502 15 1 2 3059.00 0.07 0.05 N O 1996-06-20 1996-04-25 1996-07-04 NONE AIR regular instructio 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 649381 147500 15 1 41 63447.50 0.01 0.00 A F 1992-09-23 1992-07-13 1992-10-05 TAKE BACK RETURN TRUCK unts. unusual deposits cajole acr 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 647108 55004 15 3 12 11508.00 0.10 0.06 R F 1995-03-13 1995-03-24 1995-03-24 TAKE BACK RETURN TRUCK ctions are slyly final accounts. acco 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 646375 154984 15 1 16 32623.68 0.02 0.01 A F 1993-10-21 1993-09-11 1993-10-22 DELIVER IN PERSON TRUCK ng the fluffily silent theodolite 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 636835 75000 15 3 39 38025.00 0.08 0.03 N O 1997-05-12 1997-06-08 1997-06-04 NONE TRUCK  blithely ironic depths. dogged instructio 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 629600 127502 15 5 35 53532.50 0.07 0.02 R F 1994-09-14 1994-08-27 1994-09-16 TAKE BACK RETURN MAIL  use slyly. slyly regular in 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 621088 82490 15 4 16 23559.84 0.03 0.04 N O 1997-07-22 1997-07-30 1997-08-20 DELIVER IN PERSON REG AIR uriously pending pinto b 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 617380 194976 15 3 15 31064.55 0.10 0.08 N O 1995-09-02 1995-10-09 1995-09-12 TAKE BACK RETURN RAIL onic theodolites h 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 605255 97505 15 1 19 28547.50 0.05 0.02 A F 1993-12-05 1993-12-14 1993-12-06 DELIVER IN PERSON REG AIR s across the 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 601377 40014 15 3 33 31482.33 0.07 0.08 R F 1995-02-16 1995-03-30 1995-03-13 COLLECT COD MAIL  even packages-- ir 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 534023 137501 15 1 27 41539.50 0.00 0.06 N O 1997-02-23 1997-01-22 1997-03-09 NONE RAIL  requests.  1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 527429 60014 15 5 29 28246.29 0.08 0.01 N O 1995-06-20 1995-08-15 1995-06-28 NONE FOB y express foxes cajole furiously platel 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 516001 94996 15 1 1 1990.99 0.06 0.07 N O 1996-08-27 1996-08-06 1996-09-26 TAKE BACK RETURN RAIL oze carefull 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 512000 30014 15 3 10 9440.10 0.02 0.01 N O 1996-01-09 1995-12-12 1996-01-17 DELIVER IN PERSON SHIP  fluffily regular ideas haggle. even, fin 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 510596 160014 15 1 1 1074.01 0.04 0.08 A F 1994-08-21 1994-07-30 1994-09-04 NONE TRUCK ly regular theodolites  1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 502176 150014 15 2 11 11704.11 0.05 0.02 R F 1994-03-27 1994-03-16 1994-04-16 TAKE BACK RETURN SHIP ts doubt blithely. carefully pendi 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 499429 22508 15 4 9 12874.50 0.09 0.07 A F 1993-10-02 1993-11-04 1993-10-03 DELIVER IN PERSON TRUCK packages. final accounts 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 485060 55004 15 1 35 33565.00 0.07 0.08 N O 1998-08-29 1998-07-16 1998-08-30 NONE SHIP iously slyly i 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 448775 187496 15 6 22 34836.78 0.04 0.04 N O 1998-06-16 1998-04-27 1998-06-26 COLLECT COD AIR nts use furiously regula 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 439937 97505 15 2 25 37562.50 0.08 0.04 N O 1998-04-13 1998-04-22 1998-04-29 COLLECT COD AIR y ironic accounts. quickly express 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 432324 62496 15 2 23 33545.27 0.07 0.08 N O 1998-05-25 1998-06-11 1998-06-06 COLLECT COD REG AIR nts wake blithely carefully express ac 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 413539 67508 15 7 15 22132.50 0.09 0.03 A F 1994-04-01 1994-02-05 1994-04-13 COLLECT COD FOB ajole. eve 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 413446 42502 15 5 49 70780.50 0.10 0.01 R F 1994-12-08 1994-12-11 1995-01-03 DELIVER IN PERSON AIR odolites. regular theodoli 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 398277 102484 15 1 10 14864.80 0.10 0.03 R F 1994-07-06 1994-05-11 1994-07-07 TAKE BACK RETURN TRUCK he special packages sleep abou 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 397863 160014 15 3 26 27924.26 0.01 0.06 R F 1994-02-10 1994-03-07 1994-03-02 COLLECT COD SHIP  quickly-- furiously regular in 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 381283 194976 15 3 39 80767.83 0.00 0.00 N O 1996-09-10 1996-08-18 1996-10-03 NONE TRUCK mise final deposits. sly 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 354372 177497 15 4 9 14170.41 0.04 0.01 A F 1992-05-09 1992-05-12 1992-05-15 COLLECT COD AIR ly. bold asymptotes haggle slyly express  1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 352929 37511 15 1 46 66631.46 0.07 0.08 N O 1996-12-04 1996-11-22 1997-01-02 TAKE BACK RETURN SHIP lar, bold ideas. fu 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 310630 67508 15 1 22 32461.00 0.02 0.04 A F 1992-06-19 1992-08-10 1992-07-18 COLLECT COD AIR uses detect carefully blith 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 305506 112481 15 6 21 31363.08 0.01 0.07 N O 1995-12-05 1995-10-23 1996-01-04 DELIVER IN PERSON MAIL blithely even frets. furiously ironic dep 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 300064 197495 15 2 47 74847.03 0.03 0.02 N O 1998-07-03 1998-08-05 1998-07-26 NONE AIR gular accounts. slowly ir 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 288645 80014 15 6 50 49700.50 0.03 0.03 N O 1995-09-21 1995-09-09 1995-10-09 DELIVER IN PERSON AIR ly? instructions are about the slyly ironi 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 284868 132475 15 2 30 45224.10 0.07 0.06 N O 1996-12-07 1996-11-01 1996-12-30 TAKE BACK RETURN REG AIR kages snooz 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 273028 157499 15 2 48 74711.52 0.07 0.06 R F 1994-03-18 1994-03-26 1994-04-03 DELIVER IN PERSON MAIL s. deposits wake according to the speci 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 263650 27512 15 3 45 64777.95 0.00 0.00 A F 1992-11-14 1992-09-19 1992-12-10 TAKE BACK RETURN FOB  express accounts boost accor 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 257734 190014 15 4 36 39744.36 0.06 0.04 R F 1994-11-21 1995-01-04 1994-12-06 COLLECT COD REG AIR refully express deposits will are al 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 252864 25010 15 3 50 46750.50 0.05 0.01 R F 1994-01-24 1994-02-06 1994-02-21 COLLECT COD AIR gular, regular foxes among 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 249859 194976 15 1 42 86980.74 0.01 0.02 N O 1998-02-25 1998-01-07 1998-03-24 DELIVER IN PERSON AIR l courts. fluffily special asymptote 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 247846 5014 15 3 1 919.01 0.00 0.05 A F 1992-06-20 1992-08-01 1992-06-27 TAKE BACK RETURN SHIP efully idle accounts. slyly 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 228096 72493 15 1 41 60085.09 0.08 0.02 R F 1992-09-21 1992-07-26 1992-10-07 DELIVER IN PERSON SHIP ut the slyly pending theodolites. caref 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 222242 137501 15 5 18 27693.00 0.10 0.00 N O 1996-05-29 1996-03-27 1996-06-04 NONE RAIL egular, ironic  1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 212482 87506 15 1 3 4480.50 0.04 0.07 N O 1998-02-02 1998-02-09 1998-02-12 DELIVER IN PERSON FOB quests haggle slyly alongside  1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 209607 100014 15 1 14 14196.14 0.03 0.01 N O 1996-05-16 1996-02-29 1996-05-22 NONE SHIP pliers; regular, regular deposi 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 184673 140014 15 2 26 27404.26 0.02 0.05 A F 1995-03-07 1995-04-11 1995-03-27 TAKE BACK RETURN MAIL  even sheave 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 178471 12511 15 2 15 21352.65 0.02 0.03 A F 1993-08-22 1993-09-08 1993-08-31 COLLECT COD RAIL  stealthily regular dependencies are  1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 153382 30014 15 5 1 944.01 0.05 0.00 A F 1995-05-09 1995-05-26 1995-05-31 COLLECT COD AIR ructions. fluffily final instruction 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 149893 67508 15 2 46 67873.00 0.10 0.04 N O 1997-12-18 1998-01-13 1997-12-24 COLLECT COD FOB instructions wa 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 148866 190014 15 3 32 35328.32 0.08 0.05 N O 1998-01-08 1998-01-13 1998-01-26 NONE TRUCK  accounts above the furiously ironic p 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 124451 92487 15 1 10 14794.80 0.07 0.00 N O 1996-03-31 1996-03-22 1996-04-27 COLLECT COD FOB . carefully ironic pinto bea 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 123552 52499 15 4 40 58059.60 0.03 0.03 N O 1996-04-08 1996-05-22 1996-05-01 COLLECT COD SHIP  alongside of the slyly regular  1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 120036 40014 15 4 4 3816.04 0.06 0.03 N O 1996-10-03 1996-10-21 1996-10-20 DELIVER IN PERSON AIR ial instructions boost.  1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 100070 104994 15 2 9 17990.91 0.09 0.00 A F 1992-11-18 1992-12-05 1992-12-03 DELIVER IN PERSON MAIL y ironic packages. quickly bold requests w 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 85542 180014 15 7 17 18598.17 0.10 0.03 A F 1993-01-23 1992-12-08 1993-01-31 COLLECT COD RAIL al ideas. fluffily regul 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 1061 130014 15 5 50 52200.50 0.04 0.08 N O 1998-05-25 1998-07-22 1998-06-22 COLLECT COD AIR nding excuses are around the e 1 15 MOROCCO 0 rns. blithely bold courts among the closely regular packages use furiously bold platelets? 
1 5987520 82484 9 2 3 4399.44 0.08 0.08 N O 1997-03-13 1997-04-04 1997-04-11 TAKE BACK RETURN AIR ccounts. special, special accounts alongsid 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5983236 144980 9 1 25 50624.50 0.05 0.08 R F 1993-04-05 1993-05-01 1993-04-19 COLLECT COD AIR l multipliers. stealthil 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5965863 32499 9 4 46 65848.54 0.04 0.08 N O 1997-09-01 1997-07-21 1997-09-28 DELIVER IN PERSON TRUCK ggle special packages. instruc 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5938883 162460 9 2 41 62420.86 0.05 0.04 N F 1995-06-11 1995-07-30 1995-06-27 TAKE BACK RETURN FOB wake blithely. ir 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5914117 162460 9 1 4 6089.84 0.08 0.01 N O 1997-01-05 1996-10-24 1997-01-19 COLLECT COD SHIP  detect throughout  1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
1 5890085 117497 9 2 12 18173.88 0.09 0.06 R F 1993-12-25 1994-03-14 1994-01-15 COLLECT COD REG AIR sy, even deposits 1 9 INDONESIA 2  slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull 
